title,url,date,text
#微博辟谣# 警方辟谣屠夫手持杀猪刀杀害12人,https://weibo.com/1866405545/O2QPtyzGZ,2024-02-29,【#警方辟谣屠夫手持杀猪刀杀害12人#】2月29日，据吉林通化二道江公安消息：网安大队民警在工作中发现，辖区网民曾某某在某视频平台发布一视频，并配文字“快看杀人了”，主要内容称：某省发生一刑事案件，一名55岁的屠夫因为土地纠纷的问题手持杀猪刀杀害12个人，屠夫在逃亡途中跑到山林里被警方通过无人机当场抓获。该视频迅速引起网民关注，影响比较恶劣。民警当即将涉嫌发布虚假信息的曾某某传唤至辖区派出所讯问；经查，曾某某从事网络直播带货业务，为吸引流量牟利，故意捏造“快看杀人了”虚假信息。根据《中华人民共和国治安管理处罚法》第二十五条规定，分局对曾某某作出行政处罚。收起
#微博辟谣# 依法打击网络谣言，江北新区公布5起典型案例,https://weibo.com/1866405545/O2QJfchtj,2024-02-29,"依法打击网络谣言 共建清朗网络环境
为有效净化网络环境，依法严厉打击网络谣言，公安部决定将2024年作为“打击整治网络谣言”专项行动年。南京市公安局江北新区分局会同市局网安支队第十五大队根据上级公安机关部署要求，迅速响应，重拳出击，严厉打击整治各类造谣传谣等违法犯罪行为，有效维护网络空间秩序和人民群众合法权益。现将5起典型案例公布如下。
案例1：公安机关依法查处杨某编造“溺亡小孩父亲自杀”网络谣言案
近期，杨某为博取关注、点赞，在某网络平台编造评论“溺亡小孩父亲自杀”谣言信息，扰乱社会公共秩序。江北新区分局依法调查，杨某对违法行为供认不讳。公安机关已依法对杨某行政处罚。
案例2：公安机关依法查处柳某编造“隧道多车相撞”网络谣言案
近期，柳某为博取关注、点赞，在某网络平台编造发布“某隧道多车追尾相撞”谣言信息，扰乱社会公共秩序。江北新区分局依法调查，柳某对违法行为供认不讳。公安机关已依法对柳某行政处罚。
案例3：公安机关依法查处杨某编造“南京不给日本车上牌照”网络谣言案
近期，杨某为博取关注、点赞，在某网络平台编造发布“南京不给日本车上牌照、不给日本车加油”谣言信息，扰乱社会公共秩序。江北新区分局依法调查，杨某对违法行为供认不讳。公安机关已依法对杨某行政处罚。
案例4：公安机关依法查处周某编造“某工厂装置着火”网络谣言案
近期，周某为博取关注、点赞，在某网络平台编造发布“某工厂一装置着火”谣言信息，扰乱社会公共秩序。江北新区分局依法调查，周某对违法行为供认不讳。公安机关已依法对周某行政处罚。
案例5：公安机关依法查处王某编造“学校附近出现拐骗孩子贩卖器官移植团伙”网络谣言案
近期，王某为博人眼球，在某社交平台编造发布“学校附近有人假借问路名义，将儿童拐骗贩卖器官”谣言信息，扰乱社会公共秩序。江北新区分局依法调查，王某对违法行为供认不讳。公安机关已依法对王某行政处罚。
（来源：江北新区警方）收起"
#微博辟谣#一男子为赚流量捏造疫情不实信息 蓬溪公安：已处理！,https://weibo.com/1866405545/O2QKRD0Qj,2024-02-29,"【#一男子为赚流量捏造疫情不实信息# 蓬溪公安：已处理！ 】2月18日，一则“重庆封城了”的视频在网络传播，快速引发网友关注……
刘某某为吸引眼球，故意捏造“重庆封城了，现在重庆的疫情太严重了，请不要回重庆”的不实信息在某视频网络平台发布，造成不良社会影响。
经公安机关教育训诫，刘某某深刻认识到自己的错误，表示自己没考虑后果，就随意捏造信息在互联网平台传播，确实是错误的行为。
目前，刘某某已被@蓬溪公安 依法行政处罚。@蓬溪交警 @遂宁公安 @四川长安网 
警方提醒：
在网络平台发布信息要审慎、客观，不得随意编造虚假的险情、疫情、灾情、警情，对利用互联网编造、恶意传播谣言，扰乱社会秩序、影响社会稳定的不法行为，公安机关将依法严肃查处，坚决维护网络和社会秩序和谐稳定。
相关法律：
我国《治安管理处罚法》第二十五条规定，散布谣言，谎报险情、疫情、警情或者以其他方法故意扰乱公共秩序的，处5日以上10日以下拘留，可以并处500元以下罚款；情节较轻的，处5日以下拘留或者500元以下罚款；
《刑法》第二百九十一条规定，编造虚假的险情、疫情、灾情、警情，在信息网络或者其他媒体上传播，或者明知是上述虚假信息，故意在信息网络或者其他媒体上传播，严重扰乱社会秩序的，处三年以下有期徒刑、拘役或者管制;造成严重后果的，处三年以上七年以下有期徒刑。收起"
#微博辟谣# 发布“枪声此起彼伏”虚假信息 男子扰乱公共秩序被处罚,https://weibo.com/1866405545/O2PWKhI7b,2024-02-29,【发布“枪声此起彼伏”虚假信息 男子扰乱公共秩序被处罚】本报讯（景泊 王也 杨铖）近日，我市一男子郦某为“博取眼球”，在明知视频中异响为空调外机燃烧爆炸声的情况下，仍在该视频下发布内容为“枪声此起彼伏”的评论，扰乱公共秩序，造成不良社会影响。因行为已构成虚构事实扰乱公共秩序，2月26日，郦某被公安机关依法给予罚款的行政处罚。收起
#微博辟谣# 25岁小伙为涨粉造谣地震已被抓,https://weibo.com/1866405545/O2PSWsnHF,2024-02-29,【#25岁小伙为涨粉造谣地震已被抓#】2月26日，河南商丘。商丘市公安局梁园分局民警发现，有人在网上发布图文视频，视频描述为“商丘最近几天要发生大地震”。为了进一步核实情况，民警立刻联系了商丘市地震局，得知这是个假消息。由于地震假消息，一旦浏览量过高，社会影响，将不可预料，于是民警立即对该抖音账号进行调查。经调查，该抖音账号的使用人为景某，经常在梁园区平原辖区居住。随后，景某也被民警带回了派出所。经询问，景某说自己就是想蹭地震热度，给自己涨涨粉，就造谣了商丘地震。目前，违法行为人景某因违反《中华人民共和国治安管理处罚法》被依法处以行政处罚。 都市报道的微博视频收起
#微博辟谣# 石柱警方查处一起网络谣言案件,https://weibo.com/1866405545/O2PPy57fq,2024-02-29,"【石柱警方查处一起网络谣言案件】
为深入开展“净网2024”和打击整治网络谣言专项行动，近日，重庆市石柱县公安局对网民谭某某通过短视频社交媒体编造传播网络谣言的行为处以行政处罚。
重庆市石柱网警在工作中发现，网民谭某某在一条警车出警的短视频下评论称：“昨天石柱体育馆打群架，刀子捅死个人，万乐小区还封了”。
经核实，谭某某系未经证实编造传播谣言信息，造成不良社会影响。目前，谭某某已被石柱警方依法给予行政处罚。
警方提醒：网络并非法外之地，对于利用互联网发布不实言论，扰乱社会秩序、诽谤他人等行为，公安机关将坚决依法处理。对于情节严重，造成恶劣影响的，公安机关将依法追究其法律责任。广大网民应自觉抵制不良信息，不造谣、不传谣、不信谣，共同维护清朗网络环境。收起"
#微博辟谣# 紫阳公安快速处置一起散布高速公路车辆着火网络谣言,https://weibo.com/1866405545/O2PRjhcJX,2024-02-29,"#冬春行动# 紫阳公安快速处置一起散布高速公路车辆着火网络谣言
       近日，紫阳县公安局网安大队在工作中发现辖区一群众徐某某通过短视频平台发布“紫阳隧道已发生4次车辆着火事件”的视频。
       网安大队民警立即对该视频进行核查，通过询问高速公路交通警察核实，发现包茂高速紫阳隧道当日并未发生4次车辆着火事故。网安大队民警立即向毛坝派出所下达调查指令，派出所民警迅速锁定视频发布者徐某某，将其传唤至派出所进行询问，徐某某对自己在在未经核实事件真实性的情况下，配发高速车辆着火的不实信息行为供认不讳。
       目前，紫阳县公安局已依法对徐某某进行批评教育，并责令其删除相关谣言视频，徐某某表示已意识到自身错误，并保证今后将坚决做到“不造谣、不信谣、不传谣”。收起"
#微博辟谣# 严厉打击整治网络谣言！建邺警方公布4起典型案例,https://weibo.com/1866405545/O2PNl1XB6,2024-02-29,"严厉打击整治网络谣言！建邺警方公布4起典型案例
为有效净化网络环境，依法打击网络谣言，建邺公安坚持依法打击和综合整治相结合，始终保持对网络谣言的严打高压态势，切实维护了和谐清朗的网络空间。现将近期4起典型案例公布如下：
案例一
鲁某编造虚假“非正常死亡”谣言案
2023年12月，鲁某为博取关注，增加粉丝量，利用某视频平台编造、发布“一女子被撞身亡”的虚假信息，扰乱公共秩序。经公安机关调查询问，鲁某对违法事实供认不讳，公安机关依法对其行政处罚。

案例二
陈某编造虚假新闻谣言案
2023年12月，陈某为博取关注，利用社交网络平台编造涉甘肃地震救灾的不实信息，扰乱公共秩序。经公安机关调查询问，陈某对违法事实供认不讳，公安机关依法对其行政处罚。

案例三
邓某等三人编造虚假新闻谣言案
2024年1月，邓某等三人为博取关注，在某视频平台编造涉教育改革的不实信息，扰乱公共秩序。经公安机关调查询问，邓某等三人对违法事实供认不讳，公安机关依法对三人行政处罚。

案例四
李某等四人编造虚假新闻谣言案
2024年2月，李某等四人为博取关注，利用社交网络平台发布多条“南京不给日本车上牌、加油”的虚假不实信息，扰乱公共秩序。经公安机关调查询问，李某等四人对违法事实供认不讳，公安机关依法对四人行政处罚。
警方提醒
网络不是法外之地，要自觉遵守法律法规，对未经核实的信息不轻信、不造谣、不传谣，对故意编造、散布、传播谣言的，公安机关将依法查处。
（来源：建邺警方）收起"
#微博辟谣# 编造谣言！陈某被罚500元,https://weibo.com/1866405545/O2HMvzlA8,2024-02-28,"#驻马店身边事# 【编造谣言！陈某被罚500元】2月26日，正阳县委网信办、县公安局网上巡查发现，正阳县网民陈某在短视频平台上发布一条关于“正阳县袁寨乡发生地震”视频信息。经核实，该视频中的内容为其编造，在网上引起关注，造成不良社会影响。
2月27日，陈某因涉嫌编造传播谣言、扰乱公共秩序被处罚500元。收起"
#微博辟谣# 云阳一网民编造虚假谣言被行政处罚,https://weibo.com/1866405545/O2HG1Ax8r,2024-02-28,【云阳一网民编造虚假谣言被行政处罚】近日，垫江高速公路太平互通忠县往重庆方向分道处一汽车发生自燃，现场视频被群众用手机录像上传至某视频平台。云阳网民涂某为博人眼球在评论区发布“车里四口人，全部遇难”等造谣性质的留言引发网民关注跟评，造成不良社会影响，经核实该自燃事件未造成人员伤亡，目前，涂某因散布谣言故意扰乱公共秩序，被警方依法予以行政处罚。收起
#微博辟谣# 南京江宁警方公布2起网络谣言典型案件,https://weibo.com/1866405545/O2I3A2JpV,2024-02-28,"【南京江宁警方公布2起网络谣言典型案件】
为有效净化网络环境，依法严厉打击网络谣言，南京市公安局江宁分局按照公安部、省公安厅、市公安局打击整治网络谣言专项行动工作部署，坚持依法打击和综合治理相结合，针对网上恶意炒作、造谣生事等网络违法乱象开展集中打击整治，坚决维护清朗有序的网络环境。
现将近期查处的2起网络谣言案有关情况公布如下：
【王某编造发布“外卖小哥不堪工作压力选择跳楼”网络谣言案】
2023年12月，王某为吸引关注，在网络平台编造发布“美团小哥没单压力大，选择跳楼”的不实信息，引发网民关注，造成恶劣影响。公安机关依法对王某予以行政处罚。

【李某某等人编造发布“过江隧道发生多车追尾事故”网络谣言案】
2023年12月，李某某等人为博取关注，从网上下载视频，并在未经证实事故发生时间、地点的情况下，配以文字和修改位置信息，在网络平台发布“雨雪天南京过江隧道发生多车追尾事故”谣言信息，造成不良社会影响，扰乱公共秩序。公安机关依法对李某某等人予以行政处罚。
（来源:江宁警方）收起"
#微博辟谣# 湖北网络辟谣发布2024年2月辟谣榜单,https://weibo.com/1866405545/O2QGhhOwR,2024-02-29,#微博辟谣#最新！#鄂小豚2月辟谣榜单#来了 ！ ​​​
#微博辟谣# 广西多地公布打击整治网络谣言典型案例,https://weibo.com/1866405545/O2HvRxTv0,2024-02-28,"【广西多地公布打击整治网络谣言典型案例】 @微博辟谣 近期，广西多地网信部门深入开展网络谣言整治行动，联合属地公安部门，依法查处打击整治多起网络谣言，有效净化网络环境。

南宁
“南宁某派出所汽车爆炸 ”谣言 
网民韦某在短视频平台上发布视频称“近日，某派出所三人在路口巡逻中，突然车辆发生爆炸，导致三位民警全部牺牲”，经南宁公安部门调查，该信息为谣言，网民韦某对其使用手机杜撰、发布谣言信息的违法行为供认不讳。根据《中华人民共和国治安管理处罚法》第二十五条，属地公安机关依法对韦某处以行政处罚。

柳州
“柳江商贸街人贩子拐卖儿童 ”谣言 
网民覃某某为博取流量，在短视频平台发布虚构的信息称“柳江商贸街有人贩子拐卖儿童”，对社会秩序造成严重的影响。根据《中华人民共和国治安管理处罚法》第二十五条第一项之规定，柳江公安机关依法对覃某某处以行政处罚。

桂林
“运钞车被抢”谣言
网民王某某为吸引流量，在短视频平台编造“运钞车被抢”的谣言信息，扰乱社会公共秩序。桂林公安机关依法调查，王某某对其违法行为供认不讳。根据《中华人民共和国治安管理处罚法》第二十五条第一项之规定，桂林市公安机关于2024年1月9日依法对王某某处以行政处罚。

贵港
“XXX是卖淫女 ”谣言
网民朱某某因矛盾纠纷，编造“黄某某是卖淫女”谣言在某短视频平台上传播，并公布了受害人黄某某的照片和电话号码，造成不良社会影响，并严重扰乱黄某某的正常生活。平南警方依法对朱某某处以行政拘留五日处罚。

梧州
 AI炮制“情杀事件”谣言
网民黎某某在某知名网络平台发布一篇“梧州某广场二楼发生一起疑似情杀事件”的谣言信息，全文300余字，文中以新闻报道口吻绘声绘色的编造了“情杀事件”的血腥场景。经查，网民黎某某为获得流量，在毫无事实根据的情况下，在手机上利用AI软件自动生成文章，编造了网络谣言，并在某知名平台发布。查清事实后，万秀区公安局根据《中华人民共和国治安管理处罚法》第二十六条之规定，对违法行为人黎某某处以行政拘留十日，罚款五百元的处罚。

玉林
“玉林有地铁”谣言
网民赵某在短视频平台上为博取眼球、吸引流量发布视频并配文称“太久没在玉林玩了，没想到玉林也有地铁了”的网络谣言 ，涉嫌扰乱社会公共秩序，造成不良的社会影响。目前，博白县公安局依法对赵某做出了行政处罚，相关谣言信息已删除。

来宾
“炮龙庙发生踩踏事故”谣言
网民覃某某在短视频平台发布了一段标题为“炮龙庙发生踩踏事件，道路封闭各位请绕行”的信息，经兴宾警方调查，网民覃某某在无事实依据的情况下，编造虚假信息在短视频平台发布，造成恶劣影响。2月21日，兴宾警方根据《中华人民共和国治安管理处罚法》第二十五条第一项之规定，依法对覃某某给予行政处罚。

河池
“除夕夜居民楼起火”谣言
网民卢某在短视频平台发布“除夕夜，都安县某居民楼引发火灾”的不实信息。经查，卢某未经核实编造虚假信息引发网民关注讨论，造成社会不良影响。河池警方依据《中华人民共和国治安管理处罚法》第二十五条规定，对卢某处以行政处罚。#广西辟谣##微博辟谣#收起"
#微博辟谣# 无锡公布2起网络谣言典型案例,https://weibo.com/1866405545/O2GmLFqee,2024-02-28,"【刚刚，无锡公布2起！】#无锡身边事# 
公安部党委决定将2024年作为打击整治网络谣言专项行动年，根据上级公安机关相关部署要求，梁溪公安快速响应，将坚持依法打击和综合整治相结合，继续保持对网络谣言的严打高压态势。现将2起典型案例公布如下。

案例一：郭某编造发布""智慧冰葬项目将落户""网络谣言案
2024年1月17日，为吸引眼球，郭某在某社交平台发布""后期智慧冰葬项目将落户""的虚假信息，扰乱公共秩序，被公安机关查获。经调查，郭某对违法行为供认不讳，公安机关依法对其予以行政处罚。

案例二：孙某某编造发布""突发地震“网络谣言案
2024年1月18日，为博取关注，孙某某在某短视频平台编造“当天12点49分发生地震""的虚假信息，扰乱公共秩序，被公安机关查获。经调查，孙某某对违法行为供认不讳，公安机关依法对其予以行政处罚。

警方提醒
网络不是法外之地，要自觉遵守法律法规，对未经核实的信息不轻信、不造谣、不传谣，对故意编造、散布、传播谣言的，公安机关将依法查处。（来源：平安梁溪）收起"
#微博辟谣# 建三江警方“零容忍” 打击网络谣言！,https://weibo.com/1866405545/O2Guf3Oe9,2024-02-28,#女子被好友改名文件传输助手骗5年#【建三江警方“零容忍” 打击网络谣言！】近日，垦区公安局建三江分局网安大队在网上巡查中发现，七星农场居民孙某在网上发布不实视频，造成不良社会影响。巡查到线索后，分局网安部门联合七星派出所开展调查核实工作，并将孙某依法传唤至七星派出所接受询问。经核实，孙某为增加自身账号粉丝数量，转发未经证实的不实视频并在网上传播，建三江分局对孙某依法进行了批评教育。#垦区公安 守护你 和你在一起#收起
#微博辟谣# 平顶山警方公布2起典型案件,https://weibo.com/1866405545/O2H8liNEJ,2024-02-28,"【平顶山警方公布2起典型案件】#河南网络辟谣# 

为有效净化网络环境，依法严厉打击网络谣言，平顶山市公安局按照公安部、省公安厅打击整治网络谣言专项行动工作部署，坚持依法打击和综合治理相结合，针对网上恶意炒作、造谣生事等网络违法乱象开展集中打击整治，坚决维护清朗有序的网络环境。

现将近期查处的2起网络谣言案有关情况公布如下：

案例一 查处编造“平顶山高架上出事故”网络谣言案

平顶山公安机关工作查明，2024年2月23日，网民赵某为博取眼球，恶意将外省高架事故视频添加“平顶山高架上出事故了”的文字内容后进行传播扩散，造成恶劣影响。公安机关已对其处以行政处罚，责令删除相关谣言信息。

案例二 查处编造“5岁儿子在官庄小学附近被人拐走”网络谣言案

平顶山公安机关工作查明，2024年2月24日，网民杨某为博取关注、吸引流量，编造发布“5岁儿子在鲁山县官庄小学附近被人拐走“的虚假信息，造成恶劣影响。公安机关已对其教育训诫，责令删除相关谣言信息。

网络空间是公共场所，不是法外之地，公安机关提醒广大网民自觉遵守法律法规，不编造、传播未经证实的信息，共同维护健康有序的网络环境。同时，欢迎广大网民积极举报网络谣言等违法犯罪线索和网上违法违规行为，携手共建清朗网络家园。收起"
#微博辟谣# 网传重庆彭水四兄妹集体走失？当地辟谣：张冠李戴，系谣言！,https://weibo.com/1866405545/O2EYQg2mj,2024-02-28,"#重庆辟谣##彭水四兄妹集体走失系谣言#【网传重庆彭水四兄妹集体走失？当地辟谣：张冠李戴，系谣言！】２月27日，一网民在某平台发帖称“近日，发生在彭水县芦葭镇的一起四兄妹集体走失事件引起了社会广泛关注。”经彭水县核实，网传信息为张冠李戴，系谣言。

经核实，网传四兄妹集体走失并非发生在彭水县，实为广东省湛江市麻章区太平镇四姐弟走失事件，且芦葭镇隶属于四川省简阳市，非重庆彭水县地界。

经进一步了解，２月14日，广东省湛江市麻章区太平镇里光村某家庭的４位姐弟因农活问题与父母起了争执，便赌气离家出走。２月15日，在当地警方帮助下，走失的四姐弟已平安回家。

目前，该谣言线索已转交相关部门进一步核查。@中国互联网联合辟谣平台 @微博辟谣收起"
